group,lbi01,lbi02,lbi03,lbi04,lbi05,lbi06,lbi07,lbi08,lbi09,lbi10,lbi11,lfy01,lfy02,lfy03,lfy04,lfy05,lfy06,lfy07,lfy08,lfy09,lfy10,lfy11,lfy12,lke01,lke02,lke03,lke04,lke05,lke06,lke07,lke08,lke09,lke10,lke11,lmay01A,lmaa02,lmaa03,lmaa04,lmaa05,lmaa06,lmaa07,lmaa08,lmaa09,lmaa10,lmaa11,lmaa12,lmaa13,lmaa14,lmaa15,lmaa16,lmaa17,lmaa18,lmaa19,lmaa20,lmay01B,lmab02,lmab03,lmab04,lmab05,lmab06,lmab07,lmab08,lmab09,lmab10,lmab11,lmab12,lmab13,lmab14,lmab15,Hylättyjä arvosanoja,Arvosanojen lukumäärä,Opintoviikkoja,Keskiarvo
21c,10,9,9,7,7,7,S¹,-,-,-,-,9,9,9,9,8,8,8,5,-,7¹,S¹,-,9,9,8,5,6,5,S¹,-,-,S¹,-,9,8,8,8,8,7,7,6,8,6,6,6,5¹,5¹,-,S¹,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,44.0,76.0,7.59
21c,10,9,9,9,9,9,S¹,-,-,S¹,-,9,9,9,10,8,9,8,8,-,8¹,S¹,-,10,10,9,8,10,9,S¹,-,-,S¹,-,10,9,9,9,9,9,9,9,10,9,9,9,8¹,8¹,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,44.0,76.0,9.09
21c,10,10,10,10,10,10,S¹,-,S¹,S¹,-,9,9,10,9,-,-,-,-,-,-,-,-,10,10,10,9,10,10,S¹,-,-,S¹,-,9,9,9,9,10,10,10,10,9,10,10,10,8¹,10¹,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,39.0,66.0,9.68
21c,10,10,10,10,8,-,-,-,-,-,-,9,9,8,8,9,7,9,6,S¹,9¹,-,-,10,10,9,7,10,8,S¹,S¹,S¹,S¹,-,9,8,10,8,7,7,7,6,7,7,6,7,8¹,6¹,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,43.0,76.0,8.26
21c,10,10,10,9,9,9,S¹,-,-,S¹,-,9,9,8,8,-,-,-,-,-,-,-,-,9,9,8,7,8,8,S¹,S¹,S¹,S¹,-,9,8,8,8,8,7,7,7,8,6,7,5,6¹,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,39.0,68.0,8.14
21c,10,10,10,-,-,-,-,-,S¹,-,-,9,9,10,9,10,10,10,10,-,10¹,-,-,9,9,9,9,10,9,S¹,S¹,-,-,-,9,10,10,10,10,9,9,10,10,9,10,9,10¹,10¹,-,S¹,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,40.0,68.0,9.55
21c,10,10,10,9,10,-,-,-,S¹,-,-,9,9,8,7,-,-,-,-,-,-,-,-,9,9,8,10,K,-,-,-,-,-,-,9,8,7,8,7,6,6,K,6,-,K,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,29.0,40.0,8.33
21c,10,9,9,10,10,9,S¹,-,-,-,-,10,10,10,10,10,10,8,10,-,9¹,S¹,-,10,10,9,10,10,8,S¹,S¹,S¹,-,-,10,10,10,10,10,10,10,10,10,10,10,10,9¹,9¹,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,44.0,78.0,9.75
21d,5,8,8,7,-,-,-,-,-,-,-,7,7,5,5,9,-,-,-,-,-,-,-,6,6,-,-,-,-,-,-,-,-,-,7,5,5,4,5,5,5,5,4,-,4,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,3,25.0,46.0,5.81
21d,6,6,6,7,-,-,-,-,-,-,-,5,5,-,-,-,-,-,-,-,-,-,-,6,6,-,-,-,-,-,-,-,-,-,7,7,7,5,5,5,5,6,6,-,4,-,-,-,-,-,-,S¹,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,23.0,33.0,5.78
21d,6,7,7,-,-,-,-,-,-,-,-,9,9,-,-,-,-,-,-,-,-,-,-,8,8,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,8,5,5,6,6,7,7,6,-,-,-,-,-,-,-,-,19.0,22.0,6.93
21d,7,5,5,-,-,-,-,-,-,-,-,8,8,-,-,-,-,-,-,-,-,-,-,6,6,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,8,5,9,8,7,-,-,8,6,7¹,-,S¹,S¹,-,-,-,21.0,27.0,6.86
21d,7,7,7,-,-,-,-,-,-,-,-,10,10,9,8,5,-,-,-,-,-,-,-,9,9,-,6,6,6,S¹,-,-,-,-,8,7,8,7,6,8,8,7,7,7,5,5,7¹,7¹,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,32.0,52.0,7.28
21d,7,7,7,-,-,-,-,-,-,-,-,6,6,7,-,-,-,-,-,-,-,-,-,8,8,-,-,-,-,-,-,-,-,-,7,7,9,7,6,5,4,5,6,-,4,-,-,-,-,-,-,-,S¹,S¹,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,24.0,36.0,6.44
21d,7,7,8,-,-,-,-,-,-,-,-,7,7,-,-,-,-,-,-,-,-,-,-,6,6,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,6,4,4,K,K,-,-,-,-,-,-,-,-,-,-,2,16.0,14.0,6.2
21d,7,8,8,-,-,-,-,-,-,-,-,9,9,9,-,-,-,-,-,-,-,-,-,5,5,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,5,4,7,5,5,5,5,-,-,-,-,-,-,-,-,1,19.0,22.0,6.4
21d,7,9,9,-,-,-,-,-,-,-,-,9,9,-,-,-,-,-,-,-,-,-,-,8,8,-,-,-,-,-,-,-,-,-,9,8,10,8,6,5,5,4,8,5,5,5,-,6¹,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,24.0,36.0,7.21
21d,8,6,K,-,-,-,-,-,-,-,-,8,8,-,-,-,-,-,-,-,-,-,-,8,8,-,-,-,-,-,-,S¹,-,-,7,7,8,7,6,O,5,7,7,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,21.0,28.0,7.14
21d,8,8,8,-,-,-,-,-,-,-,-,9,9,8,7,7,7,6,5,-,6¹,-,-,9,9,8,7,4,5,S¹,-,-,-,-,9,8,8,8,8,7,7,4,6,5,5,5,6¹,6¹,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,37.0,62.0,7.03
21d,8,7,7,-,-,-,-,-,-,-,-,7,7,-,-,-,-,-,-,-,-,-,-,6,6,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,5,4,4,6,5,7,7,5,K,-,-,-,-,-,-,2,20.0,22.0,6.07
21d,8,7,7,-,-,-,-,-,-,-,-,8,8,-,-,-,-,-,-,-,-,-,-,8,8,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,6,5,4,9,4,K,K,9,K,5¹,-,S¹,-,-,-,2,22.0,25.0,7.0
21d,8,7,7,8,7,8,S¹,-,-,S¹,-,9,9,9,8,9,7,7,6,-,6¹,S¹,-,9,9,7,7,7,7,S¹,-,S¹,S¹,-,8,8,6,8,6,5,5,6,6,-,-,6,-,6¹,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,42.0,72.0,7.3
21d,8,8,8,-,-,-,-,-,-,-,-,8,8,6,-,-,-,-,-,-,-,-,-,7,7,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,6,6,5,6,5,7,7,6,5,-,-,-,-,-,-,-,21.0,26.0,6.65
21d,8,9,9,7,-,-,-,-,-,-,-,8,8,9,7,7,8,7,6,-,7¹,S¹,-,9,9,-,-,-,-,-,-,-,-,-,7,8,7,8,8,6,6,8,6,6,7,6,7¹,7¹,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,34.0,56.0,7.46
21d,8,8,8,-,-,-,-,-,-,-,-,9,9,-,-,-,-,-,-,-,-,-,-,8,8,-,-,-,-,-,-,-,-,-,8,8,8,8,9,9,9,9,7,9,9,9,9¹,8¹,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,25.0,38.0,8.42
21d,8,7,7,-,-,-,-,-,-,-,-,8,8,7,7,6,-,-,-,-,-,-,-,7,7,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,7,5,6,8,6,7,7,7,-,8¹,-,-,-,-,-,-,23.0,30.0,6.94
21d,8,9,9,-,-,-,-,-,-,-,-,9,9,-,-,-,-,-,-,-,-,-,-,8,8,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,9,9,7,8,6,7,7,K,8,6¹,-,-,-,-,-,-,21.0,24.0,8.07
21d,9,9,9,8,9,7,S¹,S¹,-,-,-,9,9,-,-,-,-,-,-,-,-,-,-,8,8,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,6,6,6,5,6,7,7,6,-,-,-,S¹,S¹,-,-,-,26.0,36.0,7.44
21d,9,8,8,9,8,7,S¹,-,-,-,-,9,9,-,-,-,-,-,-,-,-,-,-,9,9,-,-,-,-,-,S¹,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,8,7,6,8,7,7,7,-,-,5¹,-,-,-,-,-,-,24.0,32.0,7.94
21d,9,9,9,9,9,-,-,-,-,-,-,10,10,8,8,8,-,-,-,-,-,-,-,8,8,-,-,-,-,-,-,S¹,-,-,8,7,8,7,7,7,7,6,6,7,8,-,7¹,6¹,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,30.0,48.0,7.96
21d,9,9,9,9,9,8,S¹,S¹,-,S¹,-,9,9,-,-,-,-,-,-,-,-,-,-,9,9,-,-,-,-,-,-,-,-,-,9,8,9,8,7,9,9,8,7,9,8,8,7¹,8¹,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,31.0,50.0,8.55
21d,9,9,9,-,-,-,-,-,-,-,-,8,8,-,-,-,-,-,-,-,-,-,-,7,7,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,7,8,5,7,7,7,7,-,6,5¹,-,-,-,-,-,-,20.0,24.0,7.4
21d,9,8,8,-,-,-,-,-,-,-,-,9,9,9,9,7,7,7,6,-,7¹,-,-,9,9,7,6,6,6,S¹,S¹,-,-,-,8,8,8,8,8,6,6,5,7,6,8,5,5¹,7¹,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,38.0,64.0,7.38
21d,9,8,8,-,-,-,-,-,-,-,-,10,10,10,-,-,-,-,-,-,-,-,-,8,8,-,-,-,-,-,S¹,S¹,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,5,4,5,6,5,5,5,-,-,-,-,-,-,-,-,1,21.0,26.0,7.07
21d,9,8,8,-,-,-,-,-,-,-,-,8,8,9,8,5,5,7,6,-,-,-,-,9,9,8,6,9,7,S¹,-,-,-,-,9,7,9,7,8,7,7,6,7,7,8,4,7¹,6¹,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,36.0,60.0,7.41
21d,9,9,9,9,9,9,S¹,-,-,-,-,9,9,8,9,9,9,8,8,-,9¹,-,-,8,8,-,-,-,-,-,-,-,-,-,8,7,7,7,7,9,9,10,9,8,8,8,9¹,8¹,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,36.0,60.0,8.43
21d,9,8,8,-,-,-,-,-,-,-,-,8,8,-,-,-,-,-,-,-,-,-,-,6,6,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,8,7,8,9,7,7,7,8,8,6¹,-,-,-,-,-,-,21.0,26.0,7.63
21d,10,10,10,10,10,10,S¹,-,-,-,-,10,10,9,10,8,9,9,9,-,9¹,-,-,9,9,9,9,10,8,S¹,S¹,S¹,S¹,-,9,9,8,9,9,10,10,9,8,-,9,9,8¹,8¹,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,43.0,76.0,9.26
21e,7,8,8,6,-,-,-,-,-,-,-,9,9,-,-,-,-,-,-,-,-,-,-,8,8,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,6,6,4,7,6,6,6,-,-,-,-,-,-,-,-,1,19.0,22.0,6.93
21e,7,7,7,-,-,-,-,-,-,-,-,6,6,-,-,-,-,-,-,-,-,-,-,6,7,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,6,6,7,5,5,5,5,5,5,6¹,-,S¹,-,-,-,-,22.0,27.0,5.94
21e,7,8,7,-,-,-,-,-,-,-,-,8,8,7,4,6,6,6,4,-,O¹,-,-,8,8,6,-,-,-,-,-,-,-,-,6,5,5,5,5,4,4,5,4,-,4,K,K¹,K¹,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,6,32.0,44.0,5.83
21e,7,8,7,7,7,-,-,-,-,-,-,9,9,-,-,-,-,-,-,-,-,-,-,8,8,6,-,-,-,-,S¹,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,6,4,6,5,5,4,4,5,5,5¹,-,-,-,-,-,3,25.0,34.0,6.32
21e,7,8,8,8,9,8,S¹,-,-,S¹,-,9,9,-,-,-,-,-,-,-,-,-,-,7,7,-,-,-,-,-,-,-,-,-,7,5,6,5,6,5,5,7,7,-,4,-,-,-,-,-,-,S¹,S¹,S¹,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,29.0,46.0,6.85
21e,7,9,9,-,-,-,-,-,-,-,-,9,9,-,-,-,-,-,-,-,-,-,-,8,8,-,-,-,-,-,S¹,-,-,-,9,7,7,7,8,8,8,4,5,K,8,O,6¹,6¹,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,26.0,36.0,7.65
21e,8,6,6,-,-,-,-,-,-,-,-,7,7,-,-,-,-,6,-,-,-,-,-,8,8,-,-,-,-,-,S¹,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,6,6,4,7,5,6,6,-,-,-,-,-,-,-,-,1,20.0,24.0,6.4
21e,8,8,8,9,8,9,S¹,-,-,-,-,9,9,-,-,-,-,-,-,-,-,-,-,8,8,-,-,-,-,-,-,-,-,-,7,6,6,6,6,5,5,8,8,-,6,-,-,-,-,-,-,S¹,S¹,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,27.0,42.0,7.35
21e,8,8,7,-,-,-,-,-,-,-,-,8,8,7,8,6,8,5,5,-,7¹,-,-,7,7,-,-,-,-,-,-,-,-,-,7,7,8,7,8,7,7,8,8,6,6,7,6¹,7¹,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,32.0,52.0,7.12
21e,8,8,7,-,-,-,-,-,-,-,-,8,8,-,-,-,-,-,-,-,-,-,-,8,8,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,7,5,5,7,8,5,5,7,8,6¹,-,S¹,-,-,-,-,22.0,29.0,7.0
21e,8,8,8,-,-,-,-,-,-,-,-,9,9,-,-,-,-,-,-,-,-,-,-,8,8,-,-,-,-,-,-,-,-,-,8,7,7,7,8,8,8,8,8,-,6,-,6¹,6¹,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,23.0,34.0,7.82
21e,8,8,8,8,7,8,S¹,-,-,-,-,7,7,-,-,-,-,-,-,-,-,-,-,8,8,8,6,8,6,S¹,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,7,6,7,8,8,5,5,8,9,7¹,-,S¹,-,-,-,-,31.0,47.0,7.3
21e,8,8,7,-,-,-,-,-,-,-,-,7,7,-,-,-,-,-,-,-,-,-,-,8,8,8,6,6,8,S¹,-,S¹,-,-,8,7,8,7,6,6,6,7,8,-,7,7,6¹,6¹,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,30.0,48.0,7.18
21e,8,8,8,-,-,-,-,-,-,-,-,9,9,-,-,-,-,-,-,-,-,-,-,8,9,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,6,8,7,5,6,6,6,K,K,5¹,-,-,-,-,-,-,21.0,22.0,7.36
21e,8,8,8,-,-,-,-,-,-,-,-,8,8,-,-,-,-,-,-,-,-,-,-,8,8,-,-,-,-,-,S¹,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,8,5,7,9,7,7,7,6,-,6¹,-,-,S¹,-,-,-,22.0,28.0,7.47
21e,8,8,8,-,-,-,-,-,-,-,-,8,8,8,6,6,-,-,-,-,-,-,-,9,9,7,6,8,5,S¹,S¹,S¹,S¹,-,8,8,7,8,7,7,7,8,8,7,7,5,7¹,6¹,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,36.0,62.0,7.35
21e,8,9,9,9,8,-,S¹,-,-,-,-,9,9,-,-,-,-,-,-,-,-,-,-,8,8,-,-,-,-,-,-,-,-,-,9,8,8,8,8,7,7,8,8,6,7,-,7¹,6¹,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,27.0,42.0,8.05
21e,8,9,9,10,9,8,S¹,-,-,-,-,5,5,9,7,8,10,9,9,-,10¹,S¹,-,9,9,-,-,-,-,-,-,S¹,-,-,9,9,9,9,10,9,9,9,10,9,9,9,10¹,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,37.0,62.0,8.68
21e,9,9,9,7,7,7,S¹,S¹,S¹,-,-,9,9,-,-,-,-,-,-,-,-,-,-,9,9,7,5,4,5,S¹,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,8,6,6,7,8,9,9,7,8,7¹,-,S¹,S¹,-,-,1,34.0,52.0,7.52
21e,9,9,9,8,6,8,S¹,-,-,-,-,9,9,-,-,-,-,-,-,-,-,-,-,8,8,-,-,-,-,-,-,-,-,-,8,7,7,7,7,7,7,8,7,7,8,7,6¹,6¹,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,29.0,46.0,7.73
21e,9,8,8,-,-,-,-,-,-,-,-,8,8,-,8,7,9,6,6,S¹,7¹,-,-,6,6,-,-,-,-,-,-,-,-,-,8,7,6,7,8,7,7,7,9,7,7,7,6¹,6¹,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,32.0,52.0,7.33
21e,9,9,9,8,-,-,-,-,-,-,-,8,8,7,8,8,9,7,5,-,7¹,S¹,-,9,9,8,6,7,8,S¹,-,-,-,-,9,7,8,7,7,7,7,7,7,-,7,5,7¹,6¹,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,38.0,64.0,7.59
21e,9,9,9,-,-,-,-,-,-,-,-,9,9,-,-,-,-,-,-,-,-,-,-,8,8,-,-,-,-,-,-,-,-,-,9,8,8,8,7,7,7,6,8,6,6,-,-,-,-,-,-,S¹,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,23.0,34.0,7.83
21e,9,9,9,-,-,-,-,-,-,-,-,8,8,-,-,-,-,-,-,-,-,-,-,9,9,-,-,-,-,-,-,-,-,-,9,9,8,9,9,8,8,8,7,7,9,6,8¹,8¹,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,25.0,38.0,8.32
21e,9,9,9,-,-,-,-,-,-,-,-,9,9,10,10,7,10,6,-,-,-,S¹,-,8,8,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,10,9,7,8,7,8,8,9,8,-,-,-,-,-,-,-,26.0,36.0,8.48
21e,9,9,9,9,8,9,S¹,-,-,-,-,8,8,-,-,-,-,-,-,-,-,-,-,8,8,-,-,-,-,-,-,-,-,-,9,8,9,8,8,8,8,6,8,7,6,6,7¹,7¹,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,29.0,46.0,8.0
21e,9,9,9,9,8,8,S¹,-,-,-,-,9,9,-,-,-,-,-,-,-,-,-,-,9,9,-,-,-,-,-,-,-,-,-,10,8,8,8,7,6,6,8,7,-,8,-,8¹,6¹,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,27.0,42.0,8.2
21e,9,9,9,-,-,-,-,-,-,-,-,8,8,-,-,-,-,-,-,-,-,-,-,9,9,-,-,-,-,-,-,-,-,-,8,7,6,7,5,6,6,7,6,-,7,-,-,-,-,-,-,S¹,S¹,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,23.0,34.0,7.41
21e,10,10,10,9,-,9,-,-,S¹,-,-,9,9,-,-,-,-,-,-,-,-,-,-,10,10,-,-,-,-,-,-,-,-,-,9,8,9,8,8,8,8,10,7,8,8,9,7¹,8¹,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,28.0,44.0,8.86
22a,8,-,-,-,-,-,-,-,-,-,-,8,8,-,-,-,-,-,-,-,-,-,-,9,9,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,6,7,6,8,9,-,-,-,-,-,-,S¹,S¹,-,-,-,16.0,20.0,7.8
22a,8,-,-,-,-,-,-,-,-,-,-,8,8,7,-,-,-,-,-,-,-,-,-,7,7,-,-,-,-,-,-,-,-,-,8,8,5,6,6,5,5,-,6,-,7,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,19.0,28.0,6.73
22a,9,7,7,-,-,-,-,S¹,-,-,-,9,9,-,-,-,-,-,-,-,-,-,-,9,9,-,-,-,-,-,-,-,-,-,9,8,9,8,8,8,8,-,8,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,20.0,28.0,8.33
22a,9,7,7,-,-,-,-,-,-,-,-,8,8,-,-,-,-,-,-,-,-,-,-,8,8,-,-,-,-,-,-,S¹,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,8,8,9,7,-,-,-,-,-,-,-,-,-,-,-,16.0,18.0,7.91
22a,9,7,7,-,-,-,-,-,-,-,-,9,9,-,-,-,-,-,-,-,-,-,-,10,10,-,-,-,-,-,-,-,-,-,8,9,8,9,9,9,9,-,10,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,19.0,26.0,8.8
22a,9,7,7,-,-,-,-,-,-,-,-,9,9,9,8,10,9,8,-,-,-,-,-,9,9,-,-,-,-,-,-,-,-,-,9,9,7,9,8,9,9,-,9,-,7,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,25.0,38.0,8.52
22a,9,9,9,9,10,-,-,S¹,-,-,-,9,9,8,8,-,-,-,-,-,-,-,-,8,8,9,5,6,-,-,-,-,-,-,9,7,7,7,8,6,6,-,7,-,6,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,28.0,44.0,7.78
22a,9,8,8,-,-,-,-,-,-,-,-,8,8,-,-,-,-,-,-,-,-,-,-,8,8,-,-,-,-,-,-,-,-,-,8,9,9,9,9,9,9,-,9,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,19.0,26.0,8.53
22a,9,8,8,-,-,-,-,S¹,-,S¹,-,8,8,-,-,-,-,-,-,-,-,-,-,8,8,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,8,8,7,10,9,-,-,-,-,-,-,S¹,S¹,-,-,-,20.0,26.0,8.25
22a,9,8,8,-,-,-,-,-,-,-,-,9,9,6,K,-,-,-,-,-,-,-,-,9,9,-,-,-,-,-,-,-,-,-,9,8,6,8,7,6,6,-,8,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,21.0,28.0,7.81
22a,9,9,9,9,8,-,-,-,-,-,-,9,9,8,7,9,7,8,-,-,-,-,-,9,9,6,-,-,-,-,-,-,-,-,8,8,8,8,8,8,8,-,8,-,5,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,28.0,44.0,8.08
22a,9,9,9,-,-,-,-,-,-,-,-,7,7,-,-,-,-,-,-,-,-,-,-,8,8,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,7,-,-,-,-,-,-,-,-,-,9,8,8,-,-,-,10,-,-,-,-,S¹,S¹,S¹,-,-,20.0,22.0,8.25
22a,9,9,9,-,-,-,-,-,-,-,-,7,7,-,-,-,-,-,-,-,-,-,-,9,9,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,7,9,6,9,7,-,-,-,-,-,-,-,-,-,-,-,16.0,18.0,8.08
22a,9,9,9,9,10,-,-,-,-,-,-,9,9,9,7,-,-,-,-,-,-,-,-,10,10,-,-,-,-,-,-,-,-,-,7,8,7,8,9,8,8,-,8,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,23.0,34.0,8.58
22a,9,8,8,-,-,-,-,-,-,-,-,8,8,-,-,-,-,-,-,-,-,-,-,8,8,-,-,-,-,-,-,-,-,-,8,8,8,8,8,8,8,-,7,-,5,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,20.0,28.0,7.81
22a,9,8,8,8,9,-,-,-,-,-,-,9,9,7,8,7,O,-,-,-,-,-,-,9,9,-,-,-,-,-,-,-,-,-,8,8,8,8,8,8,8,-,7,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,25.0,36.0,8.15
22a,9,8,8,9,8,-,-,-,-,S¹,-,9,9,-,-,-,-,-,-,-,-,-,-,10,10,8,8,8,-,-,S¹,-,-,-,8,8,8,8,9,7,7,-,8,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,26.0,40.0,8.35
